dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,63.47,149.589,275007744
contriever-768,20,76.71,230.712,437823744
contriever-768,30,82.9,305.207,582226944
contriever-768,40,86.8,371.661,715785984
contriever-768,50,88.14,441.629,842857728
contriever-768,60,89.7,499.88,974443008
contriever-768,70,90.48,568.165,1099666176
contriever-768,80,91.12,634.162,1231683072
contriever-768,100,92.62,769.516,1490639616
contriever-768,200,94.85,1425.89,2783049216
contriever-768,300,95.7,2091.03,4089651456
contriever-768,400,96.17,2758.48,5401867008
contriever-768,500,96.55,3431.1,6718247424
contriever-768,600,96.93,4113.84,8026871040
contriever-768,700,97.06,4777.56,9328411392
contriever-768,800,97.23,5431.37,10623188736
deep-image-96-angular,10,60.05,44.697,30863808
deep-image-96-angular,20,73.84,67.21,50425440
deep-image-96-angular,30,80.71,87.845,68445888
deep-image-96-angular,40,85.38,118.589,86260512
deep-image-96-angular,50,87.93,139.672,103135008
deep-image-96-angular,60,90.06,149.416,120087168
deep-image-96-angular,70,91.59,171.055,136554144
deep-image-96-angular,80,92.61,190.269,152985312
deep-image-96-angular,100,94.4,244.63,185299488
deep-image-96-angular,200,97.66,436.418,336332640
deep-image-96-angular,300,98.7,631.301,475521312
deep-image-96-angular,400,99.21,831.152,607808832
deep-image-96-angular,500,99.45,1027.89,734166048
deep-image-96-angular,600,99.59,1216.35,856437120
deep-image-96-angular,700,99.66,1415.43,974680416
deep-image-96-angular,800,99.72,1591.71,1089814560
gist-960-euclidean,50,74.66,587.481,1128029760
gist-960-euclidean,100,85.5,1013.23,2007161280
gist-960-euclidean,150,90.28,1426.85,2846116800
gist-960-euclidean,200,92.8,1833.62,3647997120
gist-960-euclidean,250,94.26,2230.65,4418553600
gist-960-euclidean,300,95.54,2588.89,5160313920
gist-960-euclidean,350,96.35,2955.71,5875857600
gist-960-euclidean,400,96.84,3317.48,6573847680
gist-960-euclidean,500,97.59,4004.31,7923789120
gist-960-euclidean,600,98.16,4659.69,9210990720
gist-960-euclidean,700,98.41,5299.42,10451283840
gist-960-euclidean,800,98.64,5867.45,11649825600
glove-200-angular,500,83.94,1876.02,2073922200
glove-200-angular,1000,86.36,3847.28,3925299000
glove-200-angular,1500,87.61,5803.24,5634126200
glove-200-angular,2000,88.29,7655.5,7212600800
glove-200-angular,2500,88.71,9441.04,8681741200
glove-200-angular,3000,88.97,11145.7,10056456800
glove-200-angular,3500,89.2,12735.9,11346740800
glove-200-angular,4000,89.45,14293.6,12560629600
glove-200-angular,5000,89.66,17602.9,14802228800
glove-200-angular,6000,89.84,20302.8,16830590000
glove-200-angular,7000,90.08,22879.1,18691791800
glove-200-angular,8000,90.2,26264.7,20416076000
glove-50-angular,50,78.8,106.341,56070200
glove-50-angular,100,86.19,191.852,98933850
glove-50-angular,150,89.61,277.385,140094550
glove-50-angular,200,91.38,357.453,179642900
glove-50-angular,250,92.66,436.467,218547850
glove-50-angular,300,93.63,519.945,256336750
glove-50-angular,350,94.44,596.724,293231000
glove-50-angular,400,95.07,679.397,329943250
glove-50-angular,500,95.88,853.335,401183300
glove-50-angular,600,96.46,1012.58,470801250
glove-50-angular,700,96.94,1157.76,538904600
glove-50-angular,800,97.25,1324.15,605816950
instructorxl-arxiv-768,10,73.07,162.377,249193728
instructorxl-arxiv-768,20,85.2,237.814,397412352
instructorxl-arxiv-768,30,89.72,316.132,532177920
instructorxl-arxiv-768,40,92.55,380.665,663533568
instructorxl-arxiv-768,50,93.91,447.205,793327104
instructorxl-arxiv-768,60,95.14,519.171,920692224
instructorxl-arxiv-768,70,96.03,582.944,1045778688
instructorxl-arxiv-768,80,96.56,659.469,1169791488
instructorxl-arxiv-768,100,97.63,912.632,1414810368
instructorxl-arxiv-768,200,99.11,1715.13,2578164480
instructorxl-arxiv-768,300,99.48,2607.88,3676106496
instructorxl-arxiv-768,400,99.59,3465.82,4730130432
instructorxl-arxiv-768,500,99.72,4084.65,5753416704
instructorxl-arxiv-768,600,99.8,4316.64,6744622080
instructorxl-arxiv-768,700,99.87,4624.23,7714692096
instructorxl-arxiv-768,800,99.88,5173.23,8663637504
msong-420,10,76.52,125.333,106531740
msong-420,20,87.84,181.726,171439380
msong-420,30,92.33,235.922,232786680
msong-420,40,94.77,293.914,291621120
msong-420,50,96.24,357.548,349173300
msong-420,60,97.09,382.885,404690160
msong-420,70,97.6,436.781,458622360
msong-420,80,97.98,484.437,511182420
msong-420,100,98.77,590.389,613559520
msong-420,200,99.64,1011.91,1074348660
msong-420,300,99.84,1404.4,1485293040
msong-420,400,99.86,1778.84,1862329560
msong-420,500,99.89,2142.33,2217075840
msong-420,600,99.95,2465.52,2554635300
msong-420,700,99.98,2793.03,2879018520
msong-420,800,99.98,3130.57,3190030200
nytimes-16-angular,5,76.6,14.409,4229104
nytimes-16-angular,10,76.6,12.539,4229104
nytimes-16-angular,15,84.08,16.266,5675440
nytimes-16-angular,20,88.15,20.532,7041296
nytimes-16-angular,25,91.01,24.907,8377520
nytimes-16-angular,30,92.91,29.657,9733680
nytimes-16-angular,35,94.28,33.756,11059680
nytimes-16-angular,40,95.56,34.856,12386608
nytimes-16-angular,50,97.0,50.573,14981360
nytimes-16-angular,100,99.28,92.042,27637232
nytimes-16-angular,150,99.64,135.858,39487120
nytimes-16-angular,200,99.69,179.734,50702400
nytimes-16-angular,250,99.88,224.294,61465296
nytimes-16-angular,300,99.89,271.68,71907968
nytimes-16-angular,350,99.9,310.827,82041264
nytimes-16-angular,400,99.9,355.718,91819472
openai-1536-angular,10,75.61,262.345,459181056
openai-1536-angular,20,85.9,384.231,743529984
openai-1536-angular,30,90.79,504.295,1007740416
openai-1536-angular,40,93.05,610.984,1256573952
openai-1536-angular,50,94.52,721.068,1499888640
openai-1536-angular,60,95.46,823.408,1736927232
openai-1536-angular,70,96.13,929.387,1969291776
openai-1536-angular,80,96.63,1035.52,2199349248
openai-1536-angular,100,97.43,1741.73,2651578368
openai-1536-angular,200,98.96,3079.77,4794691584
openai-1536-angular,300,99.28,3626.75,6802922496
openai-1536-angular,400,99.47,4074.21,8735840256
openai-1536-angular,500,99.56,4938.32,10607470080
openai-1536-angular,600,99.69,5782.8,12432098304
openai-1536-angular,700,99.69,6619.74,14220950016
openai-1536-angular,800,99.71,7421.15,15971911680
sift-128-euclidean,5,77.06,31.099,34266112
sift-128-euclidean,10,77.06,29.603,34266112
sift-128-euclidean,15,83.72,42.115,45716736
sift-128-euclidean,20,87.43,51.747,56446208
sift-128-euclidean,25,90.16,61.498,67265408
sift-128-euclidean,30,92.13,70.26,77491584
sift-128-euclidean,35,93.57,78.768,87738624
sift-128-euclidean,40,94.7,88.031,98114176
sift-128-euclidean,100,98.63,199.213,213429760
sift-128-euclidean,200,99.72,363.469,384954240
sift-128-euclidean,300,99.86,526.935,540932992
sift-128-euclidean,400,99.92,688.003,686083840
sift-128-euclidean,500,99.98,837.697,823166720
sift-128-euclidean,600,100.0,996.977,954219264
sift-128-euclidean,700,100.0,1140.44,1080174592
sift-128-euclidean,800,100.0,1286.91,1201960576
